id,name,muscle_target,secondary_target,push_pull,muscle_group,diffulty_level,equipment,resistance_type,demo_src,quantity
111,Burpee Knee Tuck,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
64,Butt Kicker,cardio,legs,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/butt_kicker.mp4,30 sec.
121,Calf Raises,legs,,,lower,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
19,Chair Dips,triceps,shoulders,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/chair_dips.mp4,60 sec.
51,Chin-Ups,back,biceps,pull,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,Max reps
40,Clap or Plyo Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
6,Close Grip Overhand Pull-Ups,back,biceps,pull,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
47,Concentration Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/lower_stance_concnetration_curls.mp4,8-10 reps
125,Cross Leg / Wide Leg Sit-ups,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
152,Cross Toe Touch,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
83,Cross-Body Jumping Jack,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/cross_body_jumping_jacks.mp4,60 sec.
142,Crunch,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
137,Crunchy Frog,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
53,Curl-Up/Hammer Downs,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/curl_up_hammer_down.mp4,8-10 reps
7,Decline Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
17,Deep Swimmer's Press,shoulders,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/deep_swimmers_press.mp4,8-10 reps
76,Diagonal Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/diagonal_mountain_climber.mp4,60 sec.
9,Diamond Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/diamond_pushups.mp4,60 sec.
11,Dive-bomber Push-Ups,chest,,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/dive_bomber_pushups.mp4,8-12 reps
60,Drop Squat,legs,cardio,N/A,lower,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/drop_squat.mp4,30 sec.
44,Dumbbell Cross-Body Blows,triceps,biceps,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/dumb_bell_cross_body_blows.mp4,8-10 reps
57,Dumbell Pull Over,back,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/dumbbell_pull_over.mp4,8-10 reps
46,Elbows-Out Lawnmower pull,back,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/elbow_out_lawn_mowers.mp4,8-10 reps
58,Elevated Plank Row Hold,back,core,N/A,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/elevated_plan_row_hold.mp4,30 sec.
156,Extended Plank,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
109,Fast Feet Chair Jump,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
22,Flip-grip Twist Tricep Kickbacks,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,8-10 reps
33,Floor Flys,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
43,Fly-Row Presses,shoulders,,Both,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,8-10 reps
106,Foot Tuck Jump,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
41,Front-to-Back Tricep Extensions,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/in_out_tricep_extensions.mp4,8-10 reps
155,Full Body Fly,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
18,Full Suspension Concentration Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/full_suspension_curls.mp4,8-10 reps
134,Gate Bridge Lift,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
52,Hammer Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/hammer_curls.mp4,8-10 reps
8,Heavy Pants,back,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/heavy_pants.mp4,8-10 reps
63,High-Knee Run,cardio,legs,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/high_knee_run.mp4,30 sec.
132,Hip Rock & Raise,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
15,In & Out Bicep Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/in_out_bicep_curls.mp4,8-10 reps
27,In & Out Straight Arm Shoulder Flys,shoulders,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/in_out_straight_arm_shoulder_flys.mp4,8-10 reps
70,In-and-Out Squat,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/in_out_squat.mp4,60 sec.
56,In-Out Hammer Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/in_out_hammer_curls.mp4,8-10 reps
150,Inch Worm,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
59,Incline chest Press,chest,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,8-10 reps
82,Jumping Jacks,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/jumping_jacks.mp4,60 sec.
78,Jumping Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/jumping_mountain_climber.mp4,60 sec.
105,Knee Tuck Jump,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
153,L Sit,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
91,Lateral 3-Step,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/lateral_3_step.mp4,60 sec.
10,Lawnmower Pull,back,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/lawn_mower_pulls.mp4,8-10 reps
160,Leg Swings,hamstrings,,,stretch,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
69,Long Jump Backward Hop,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/long_jump_backward_hop.mp4,60 sec.
89,Low Box Lateral Runner,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/low_lateral_runner.mp4,60 sec.
87,Low Box Runner / Soccor,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
79,Low Jumping Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/low_jumping_mountain_climbers.mp4,60 sec.
72,Low Rotational Chop,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/low_rotational_chop.mp4,60 sec.
102,Lunge Runner,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
26,Lying-down Tricep Extensions,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/lying_down_tricep_extensions.mp4,8-10 reps
3,Military Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/military_pushups.mp4,60 sec.
73,Mountain Climber Switch,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/mountain_climbers.mp4,60 sec.
129,Oblique Roll Crunch,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
38,One Arm Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
42,One-Arm Balance Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/one_arm_balance_pushups.mp4,60 sec.
49,Open Arm Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/open_arm_curls.mp4,8-10 reps
34,Overhead Tricep Extensions,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/overhead_tricep_extensions.mp4,8-10 reps
32,Pike Presses,shoulders,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/pike_press.mp4,60 sec.
31,Plange Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/plange_pushups.mp4,60 sec.
97,Plank Elbow Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
96,Plank Hand Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
99,Plank Hip Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
85,Plank Jacks,cardio,core,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/plank_jacks.mp4,60 sec.
100,Plank Knee Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
151,Plank Reach,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
98,Plank Shoulder Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
101,Plank Toe Tap,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
94,Pogo Jump,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
84,Preditor Jacks,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/preditor_jacks.mp4,60 sec.
127,Pulse Ups,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
86,Push-Up Jacks,chest,triceps,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,
147,Pushup Jacks,chest,triceps,,lower,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
48,Reverse Grip Bent-over Rows,back,biceps,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/reverse_grip_rows.mp4,8-10 reps
4,Reverse Grip Chin-ups,back,biceps,pull,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
133,Roll V Hold,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
130,Row the Boat,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
68,Runner Lunge,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/runner_lunge.mp4,60 sec.
74,Running Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/running_mountain_climbers.mp4,60 sec.
148,Russian Twist,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
124,Scissor Twist,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
135,Scissors Clapper,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
81,Seal Jack,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/seal_jacks.mp4,60 sec.
77,Semicircle Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/semicircle_mountain_climbers.mp4,60 sec.
13,Shoulder Press,shoulders,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/shoulder_press.mp4,8-10 reps
126,Side Arm Balance Crunch,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
143,Side Plank,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
95,Side to Side Hops,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
28,Side Tri-Rises,triceps,,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/side_tri_rises.mp4,60 sec.
144,Side V-Up,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
37,Side-to-Side Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/side_to_side_pushups.mp4,60 sec.
93,Single Leg Pogo Jump,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
118,Single Leg Wall Squat,legs,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
71,Single-leg Swing,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/single_leg_swings.mp4,60 sec.
61,Sit Squat Jump,legs,cardio,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/sit_squat_jump.mp4,30 sec.
65,Skater Jump,cardio,legs,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/skater_jump.mp4,30 sec.
110,Slalom Line Jump,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
30,Slow-Motion 3-in-1 Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/3_in_1_slow_motion_pushups.mp4,60 sec.
107,Speed Walkout,core,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
75,Spider Mountain Climber,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/spider_mountain_climbers.mp4,60 sec.
141,Spiderman Plank,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
62,Split Jump,legs,cardio,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,30 sec.
67,Sprinter Skip,cardio,legs,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
157,Stagger Hand Push-Ups,chest,triceps,,upper,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
1,Standard Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/standard_pushups.mp4,60 sec.
154,Standing Cross Knee,abs,,,core,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
23,Standing Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/standing_bicep_curls.gif,8-10 reps
158,Standing Hurdle,hamstrings,,,stretch,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
21,Static Arm Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/static_arm_curls.mp4,8-10 reps
116,Step-Back Lunges,legs,,,lower,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
55,Strip-Set Curls,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/strip_set_curls.mp4,8-10 reps
66,Super Skater Jump,cardio,legs,N/A,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
54,Superman,back,,N/A,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/superman.mp4,5 reps (10 secs each)
29,Switch Grip pull Ups,back,biceps,pull,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,
145,Switch Grip Pull Ups,back,biceps,pull,upper,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
103,T-Rotation,core,chest,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
114,Toe Tap 360,cardio,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
139,Tornado,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
25,Tricep Extensions,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,8-10 reps
104,Tuck Jump,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
45,Twenty-Ones,biceps,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/twenty_ones.mp4,21 reps
140,Twist & Hold,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
35,Two Twitch Speed Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/2_twitch_speed_pushups.mp4,60 sec.
16,Two-Arm Tricep Kickbacks,triceps,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/two_arm_tricep_kickbacks.mp4,8-10 reps
20,Upright Rows,shoulders,,pull,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/upright_rows.mp4,8-10 reps
128,V-Up/Roll Up,abs,,,core,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
115,Wall Squat,legs,cardio,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
159,Wall Stretch,hamstrings,,,stretch,1,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
39,Weighted Circles,shoulders,,N/A,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/weighted_circles.mp4,60 sec.
5,Wide Fly Push-Ups,chest,triceps,push,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/exercise_video_mp4/wide_fly_pushups.mp4,60 sec.
2,Wide Front Pull-Ups,back,biceps,pull,upper,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
108,Wide Leg Tiptoe Squat,legs,,,lower,0,,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,60 sec.
36,Y-Presses,shoulders,,push,upper,0,TRUE,,https://workouttoday.s3.us-east-2.amazonaws.com/standing_bicep_curls_weights.gif,8-10 reps
